investigation: investigation+N+SG
teamster: teamster+N+SG
buddy: buddy+N+SG
cousin: cousin+N+SG
deodorant: deodorant+N+SG
$1,600: $1,600+N+SG
$12,500: $12,500+N+SG
Government: government+N+SG
$40,000: $40,000+N+SG
amounts: amount+N+PL
radiation: radiation+N+SG
reading: reading+N+SG
meter: meter+N+SG
detonation: detonation+N+SG
warrant: warrant+N+SG
embezzlement: Invalid Word
satisfaction: satisfaction+N+SG
liens: lien+N+PL
living: living+N+SG
$109: $109+N+SG
card: card+N+SG
$28,700,000: $28,700,000+N+SG
persecution: persecution+N+SG
shares: Invalid Word
Investors: investor+N+PL
underwriting: underwriting+N+SG
price: price+N+SG
$12.50: $12.50+N+SG
underwriter: underwriter+N+SG
$17: $17+N+SG
$22: $22+N+SG
inquiries: inquiry+N+PL
Letters: letter+N+PL
reams: ream+N+PL
1.50: 1.50+N+SG
cable: cable+N+SG
fering: fering+N+SG
underwriters: underwriter+N+PL
coast: coast+N+SG
answer: answer+N+SG
combination: combination+N+SG
kinds: kind+N+PL
earnings: earning+N+PL
chip: chip+N+SG
fancy: Invalid Word
investors: investor+N+PL
yield: yield+N+SG
Foods: food+N+PL
ratios: ratio+N+PL
merger: merger+N+SG
depression: depression+N+SG
executives: executive+N+PL
abilities: ability+N+PL
survival: survival+N+SG
mergers: merger+N+PL
corn: corn+N+SG
sell: sell+N+SG
buyers: buyer+N+PL
cotton: cotton+N+SG
gin: gin+N+SG
manufacturer: manufacturer+N+SG
coincidence: coincidence+N+SG
tons: ton+N+PL
proximity: proximity+N+SG
$250,000: $250,000+N+SG
assumption: assumption+N+SG
percentage: percentage+N+SG
gins: gin+N+PL
1900's: 1900'+N+PL
driers: drier+N+PL
cleaners: cleaner+N+PL
Headquarters: headquarter+N+PL
Factories: factory+N+PL
manufacturing: manufacturing+N+SG
mill: mill+N+SG
Factory: factory+N+SG
seed: seed+N+SG
heaters: heater+N+PL
maker: maker+N+SG
boil: boil+N+SG
extraction: extraction+N+SG
harvesting: harvesting+N+SG
must: must+N+SG
burr: burr+N+SG
extractors: extractor+N+PL
separators: separator+N+PL
belt: belt+N+SG
offices: office+N+PL
saws: saw+N+PL
belting: belting+N+SG
bearings: bearing+N+PL
Cotton: cotton+N+SG
segment: segment+N+SG
doldrums: doldrum+N+PL
Registrations: registration+N+PL
comparison: comparison+N+SG
quarter: quarter+N+SG
pickup: pickup+N+SG
dealers: dealer+N+PL
makers: maker+N+PL
production: production+N+SG
compacts: compact+N+PL
models: model+N+PL
gains: gain+N+PL
banquet: banquet+N+SG
salesmanship: Invalid Word
classroom: classroom+N+SG
instruction: instruction+N+SG
fields: field+N+PL
seniors: senior+N+PL
fringe: fringe+N+SG
momentum: momentum+N+SG
peak: peak+N+SG
autumn: autumn+N+SG
venture: venture+N+SG
gauntlet: gauntlet+N+SG
communism: communism+N+SG
appropriations: appropriation+N+PL
conferees: conferee+N+PL
improvement: improvement+N+SG
pan: pan+N+SG
pattern: pattern+N+SG
thesis: thesi+N+PL
pessimism: pessimism+N+SG
lesson: lesson+N+SG
probability: probability+N+SG
stimulation: stimulation+N+SG
inflation: inflation+N+SG
phases: phas+N+PL
upturn: upturn+N+SG
steel: steel+N+SG
dangers: danger+N+PL
heritage: heritage+N+SG
blackmail: blackmail+N+SG
situations: situation+N+PL
hemisphere: hemisphere+N+SG
Stock: stock+N+SG
Analysts: analyst+N+PL
continuation: continuation+N+SG
sidelines: sideline+N+PL
snapback: snapback+N+SG
rise: rise+N+SG
orders: order+N+PL
highs: high+N+PL
lows: low+N+PL
olume: olume+N+SG
advertising: advertising+N+SG
1970s: 1970+N+PL
industrialist: industrialist+N+SG
40%: 40%+N+SG
expenditures: expenditure+N+PL
technology: technology+N+SG
equalizers: equalizer+N+PL
exchange: Invalid Word
stockholder: stockholder+N+SG
securities: security+N+PL
$120: $120+N+SG
debentures: debenture+N+PL
holdings: holding+N+PL
surrender: surrender+N+SG
offering: offering+N+SG
100%: 100%+N+SG
$70: $70+N+SG
$80: $80+N+SG
$90: $90+N+SG
Gains: gain+N+PL
dividends: dividend+N+PL
custodian: custodian+N+SG
brain: brain+N+SG
shareholders: Invalid Word
story: story+N+SG
shareholder: Invalid Word
mistake: mistake+N+SG
queries: query+N+PL
movements: movement+N+PL
O's: o'+N+PL
lift: lift+N+SG
consolidation: consolidation+N+SG
1930s: 1930+N+PL
examiner: examiner+N+SG
ICC: icc+N+SG
railroads: railroad+N+PL
borrowing: borrowing+N+SG
$1.1: $1.1+N+SG
2.325%: 2.325%+N+SG
2.295%: 2.295%+N+SG
Consumer: consumer+N+SG
outlook: outlook+N+SG
resistance: resistance+N+SG
saturation: saturation+N+SG
Starts: start+N+PL
discrepancy: Invalid Word
businessmen: businessmen+N+SG
Farm: farm+N+SG
dealer: dealer+N+SG
chair: chair+N+SG
pickers: picker+N+PL
competitor: competitor+N+SG
50%: 50%+N+SG
20%: 20%+N+SG
output: output+N+SG
acreage: acreage+N+SG
fertilizer: fertilizer+N+SG
yields: yield+N+PL
Fields: field+N+PL
supports: support+N+PL
10%: 10%+N+SG
13%: 13%+N+SG
14%: 14%+N+SG
sections: section+N+PL
upswing: upswing+N+SG
exceptions: Invalid Word
uptrend: uptrend+N+SG
yardstick: yardstick+N+SG
buying: buying+N+SG
Farmers: farmer+N+PL
tractors: tractor+N+PL
implements: implement+N+PL
gasoline: gasoline+N+SG
appliances: appliance+N+PL
chemicals: chemical+N+PL
picker: picker+N+SG
$2,700: $2,700+N+SG
25%: 25%+N+SG
shipments: Invalid Word
Tractor: tractor+N+SG
inventories: inventory+N+PL
shortages: Invalid Word
delivery: delivery+N+SG
feed: feed+N+SG
grain: grain+N+SG
cutback: cutback+N+SG
Total: total+N+SG
129%: 129%+N+SG
economists: economist+N+PL
$1.4: $1.4+N+SG
subsidies: subsidy+N+PL
incentive: incentive+N+SG
$639: $639+N+SG
Price: price+N+SG
receipts: receipt+N+PL
marketings: marketing+N+PL
gross: gross+N+SG
$39.5: $39.5+N+SG
$1.5: $1.5+N+SG
Net: net+N+SG
$12.7: $12.7+N+SG
index: index+N+SG
242%: 242%+N+SG
237%: 237%+N+SG
depletion: depletion+N+SG
pipe: pipe+N+SG
clay: clay+N+SG
percentages: percentage+N+PL
materials: material+N+PL
producers: producer+N+PL
assets: asset+N+PL
returns: return+N+PL
mineral: mineral+N+SG
industries: industry+N+PL
deductions: deduction+N+PL
particulars: particular+N+PL
Requests: request+N+PL
substantiation: substantiation+N+SG
donor: donor+N+SG
material: material+N+SG
revenuers: revenuer+N+PL
deduction: deduction+N+SG
deductibility: deductibility+N+SG
realty: realty+N+SG
liquidation: liquidation+N+SG
liquidations: liquidation+N+PL
finding: finding+N+SG
$1,800: $1,800+N+SG
termination: termination+N+SG
cadet: cadet+N+SG
entirety: entirety+N+SG
taxpayer: taxpayer+N+SG
invoices: invoice+N+PL
kickbacks: kickback+N+PL
province: province+N+SG
morality: morality+N+SG
transaction: transaction+N+SG
kerosene: kerosene+N+SG
boats: boat+N+PL
railing: railing+N+SG
vessel: vessel+N+SG
spouse: spouse+N+SG
distributions: distribution+N+PL
coverage: coverage+N+SG
pitfall: pitfall+N+SG
upshots: Invalid Word
briefs: brief+N+PL
oters: oter+N+PL
imposition: imposition+N+SG
subsidiary: subsidiary+N+SG
identity: identity+N+SG
parent: parent+N+SG
entities: entity+N+PL
spending: spending+N+SG
$18.2: $18.2+N+SG
$18.9: $18.9+N+SG
chart: chart+N+SG
Page: page+N+SG
adjustment: adjustment+N+SG
surge: surge+N+SG
2.5%: 2.5%+N+SG
low: low+N+SG
$17.8: $17.8+N+SG
standard: standard+N+SG
personification: personification+N+SG
look: look+N+SG
creator: creator+N+SG
fashions: Invalid Word
designer: designer+N+SG
casuals: casual+N+PL
shoes: Invalid Word
toes: toe+N+PL
heels: heel+N+PL
shoe: Invalid Word
ebony: ebony+N+SG
plaques: plaque+N+PL
luncheons: luncheon+N+PL
Beneficiary: beneficiary+N+SG
showings: Invalid Word
clothes: clothe+N+PL
piece: piece+N+SG
ranch: ranch+N+SG
wardrobe: wardrobe+N+SG
wrinkle: wrinkle+N+SG
creations: creation+N+PL
designers: designer+N+PL
pictures: picture+N+PL
chemise: chemise+N+SG
jersey: jersey+N+SG
silhouette: silhouette+N+SG
femininity: femininity+N+SG
charm: charm+N+SG
actress: actress+N+SG
drama: drama+N+SG
simplicity: simplicity+N+SG
Black: black+N+SG
white: white+N+SG
pinks: pink+N+PL
reds: red+N+PL
greens: green+N+PL
descent: Invalid Word
postgraduate: postgraduate+N+SG
acting: acting+N+SG
toast: toast+N+SG
wait: wait+N+SG
Honors: honor+N+PL
portrayal: portrayal+N+SG
princess: princess+N+SG
tribe: tribe+N+SG
colonel: colonel+N+SG
skeet: skeet+N+SG
shooting: Invalid Word
trout: trout+N+SG
archaeology: archaeology+N+SG
trustees: trustee+N+PL
supporters: supporter+N+PL
patrons: patron+N+PL
opera: opera+N+SG
colony: colony+N+SG
coeds: coed+N+PL
gravy: gravy+N+SG
SMU's: smu'+N+PL
wrangler: wrangler+N+SG
groceries: grocery+N+PL
snacks: snack+N+PL
cafeterias: cafeteria+N+PL
tables: table+N+PL
chow: chow+N+SG
mastodons: mastodon+N+PL
meat: meat+N+SG
potatoes: potatoe+N+PL
mayonnaise: mayonnaise+N+SG
stomachs: Invalid Word
duress: duress+N+SG
condiments: condiment+N+PL
plates: plate+N+PL
hamburger: hamburger+N+SG
hotdogs: hotdog+N+PL
steak: steak+N+SG
pizza: Invalid Word
broccoli: broccoli+N+SG
cauliflower: cauliflower+N+SG
characters: character+N+PL
monks: monk+N+PL
saf: saf+N+SG
fron: fron+N+SG
robes: robe+N+PL
cafeteria: cafeteria+N+SG
chicken: chicken+N+SG
breast: breast+N+SG
Salt: salt+N+SG
pepper: pepper+N+SG
butter: butter+N+SG
flour: flour+N+SG
cream: cream+N+SG
onion: onion+N+SG
juice: juice+N+SG
breasts: breast+N+PL
mushrooms: Invalid Word
ham: ham+N+SG
facets: facet+N+PL
warmth: warmth+N+SG
dignity: dignity+N+SG
livability: livability+N+SG
indication: indication+N+SG
'20's: '20'+N+PL
'40's: '40'+N+PL
woods: wood+N+PL
monotony: monotony+N+SG
pieces: piece+N+PL
alnut: alnut+N+SG
chestnut: chestnut+N+SG
pecan: pecan+N+SG
varieties: variety+N+PL
burl: burl+N+SG
tiles: tile+N+PL
marble: marble+N+SG
texture: texture+N+SG
permanence: permanence+N+SG
floors: floor+N+PL
walls: wall+N+PL
windows: window+N+PL
outdoors: outdoor+N+PL
variation: variation+N+SG
insets: inset+N+PL
arches: arch+N+PL
tops: top+N+PL
acacia: acacia+N+SG
serving: serving+N+SG
snack: snack+N+SG
chests: chest+N+PL
dressers: dresser+N+PL
headboard: headboard+N+SG
styling: styling+N+SG
poster: poster+N+SG
mirror: mirror+N+SG
fabrics: fabric+N+PL
tones: tone+N+PL
shades: Invalid Word
finish: Invalid Word
soil: soil+N+SG
wrinkles: wrinkle+N+PL
Design: design+N+SG
forms: form+N+PL
label: label+N+SG
pedestal: pedestal+N+SG
brown: brown+N+SG
walnut: walnut+N+SG
ladder: ladder+N+SG
shoji: Invalid Word
Dignity: dignity+N+SG
aspects: aspect+N+PL
substance: substance+N+SG
maturity: maturity+N+SG
Center: center+N+SG
wood: wood+N+SG
bookcases: bookcas+N+PL
gleam: gleam+N+SG
copper: copper+N+SG
accessories: accessory+N+PL
carpet: carpet+N+SG
wool: wool+N+SG
pile: pile+N+SG
Invitations: invitation+N+PL
dignitaries: dignitary+N+PL
pool: pool+N+SG
Ginghams: gingham+N+PL
calico: calico+N+SG
attire: attire+N+SG
vests: vest+N+PL
rose: rose+N+SG
bluebonnets: bluebonnet+N+PL
stagecoach: stagecoach+N+SG
silhouettes: silhouette+N+PL
sunbonnet: sunbonnet+N+SG
Messrs: messr+N+PL
Mmes: mme+N+PL
travel: travel+N+SG
couples: couple+N+PL
motto: motto+N+SG
buses: bus+N+PL
railway: railway+N+SG
vicinity: vicinity+N+SG
yearbook: yearbook+N+SG
scrapbook: Invalid Word
cookie: cookie+N+SG
caramel: caramel+N+SG
filling: filling+N+SG
chocolate: chocolate+N+SG
frosting: frosting+N+SG
finals: final+N+PL
yeast: yeast+N+SG
bread: bread+N+SG
coconut: coconut+N+SG
vanilla: vanilla+N+SG
glaze: glaze+N+SG
recipe: recipe+N+SG
baking: baking+N+SG
finalist: finalist+N+SG
arts: art+N+PL
feature: feature+N+SG
architect: architect+N+SG
slides: slide+N+PL
renderings: rendering+N+PL
complex: complex+N+SG
Fall: fall+N+SG
foliage: foliage+N+SG
reservations: reservation+N+PL
passengers: passenger+N+PL
violin: violin+N+SG
concert: concert+N+SG
practicing: practicing+N+SG
linen: linen+N+SG
needles: needle+N+PL
yarn: yarn+N+SG
tapestries: tapestry+N+PL
continents: continent+N+PL
uprisings: uprising+N+PL
showing: Invalid Word
tapestry: tapestry+N+SG
90%: 90%+N+SG
hill: hill+N+SG
raincoats: raincoat+N+PL
grammar: grammar+N+SG
hardship: Invalid Word
pilgrimage: pilgrimage+N+SG
streetcar: streetcar+N+SG
ocean: ocean+N+SG
logic: logic+N+SG
fool: fool+N+SG
legs: leg+N+PL
crackpots: crackpot+N+PL
notices: notice+N+PL
edition: edition+N+SG
postman: postman+N+SG
Publisher: Invalid Word
numbers: number+N+PL
addresses: address+N+PL
residences: residence+N+PL
marriages: marriage+N+PL
Stars: star+N+PL
Changes: change+N+PL
residence: residence+N+SG
Newcomers: newcomer+N+PL
puppets: puppet+N+PL
lamp: lamp+N+SG
puppet: puppet+N+SG
faces: face+N+PL
lamps: lamp+N+PL
accent: accent+N+SG
height: height+N+SG
socket: socket+N+SG
inches: inch+N+PL
metal: metal+N+SG
tube: tube+N+SG
foot: foot+N+SG
fixture: fixture+N+SG
accord: accord+N+SG
whims: whim+N+PL
drum: drum+N+SG
shade: Invalid Word
disharmony: Invalid Word
playtime: playtime+N+SG
circus: circu+N+PL
edge: edge+N+SG
decorators: decorator+N+PL
cabinetmakers: cabinetmaker+N+PL
era: era+N+SG
antiques: antique+N+PL
knocks: knock+N+PL
parlor: parlor+N+SG
homemakers: homemaker+N+PL
1960's: 1960'+N+PL
decorator: decorator+N+SG
Housewives: housewive+N+PL
craftsmen: craftsmen+N+SG
bonanza: bonanza+N+SG
outfit: outfit+N+SG
skits: skit+N+PL
vocals: vocal+N+PL
comedy: comedy+N+SG
instrumentals: instrumental+N+PL
Show: Invalid Word
drums: drum+N+PL
guitar: guitar+N+SG
batch: batch+N+SG
instruments: instrument+N+PL
tuba: tuba+N+SG
tambourine: tambourine+N+SG
imagination: imagination+N+SG
props: prop+N+PL
nonsense: nonsense+N+SG
slapstick: slapstick+N+SG
nightclubs: nightclub+N+PL
noise: noise+N+SG
singing: singing+N+SG
accordion: accordion+N+SG
calypso: calypso+N+SG
capers: caper+N+PL
ringsiders: ringsider+N+PL
rhythm: rhythm+N+SG
reminiscence: Invalid Word
repartee: repartee+N+SG
sidemen: sidemen+N+SG
format: format+N+SG
piano: piano+N+SG
bass: bass+N+SG
trumpet: trumpet+N+SG
keyboarding: keyboarding+N+SG
personality: personality+N+SG
rapport: rapport+N+SG
boogie: boogie+N+SG
appraisal: appraisal+N+SG
ownership: Invalid Word
bossman: bossman+N+SG
Spot: spot+N+SG
decor: decor+N+SG
crystal: crystal+N+SG
chandeliers: chandelier+N+PL
steaks: steak+N+PL
chops: chop+N+PL
beef: beef+N+SG
dish: Invalid Word
shrimp: Invalid Word
Bandstand: bandstand+N+SG
pianist: pianist+N+SG
redhead: redhead+N+SG
brunches: brunch+N+PL
buffets: buffet+N+PL
features: feature+N+PL
reunion: reunion+N+SG
chum: chum+N+SG
draft: draft+N+SG
island: island+N+SG
productions: production+N+PL
ballets: ballet+N+PL
Performers: performer+N+PL
symphony: Invalid Word
foundation: foundation+N+SG
author: author+N+SG
lecturer: lecturer+N+SG
library: library+N+SG
$2.50: $2.50+N+SG
relationships: Invalid Word
librarian: librarian+N+SG
workshops: Invalid Word
assemblies: assembly+N+PL
individual: individual+N+SG
doorstep: doorstep+N+SG
half: half+N+SG
brainwashing: Invalid Word
schoolers: Invalid Word
antidote: antidote+N+SG
lecture: lecture+N+SG
major: major+N+SG
Response: response+N+SG
routine: routine+N+SG
vows: vow+N+PL
fundamentals: fundamental+N+PL
grace: grace+N+SG
bedtime: bedtime+N+SG
prayers: prayer+N+PL
stories: story+N+PL
sexton: sexton+N+SG
worship: Invalid Word
picnic: picnic+N+SG
headmaster: headmaster+N+SG
engagements: engagement+N+PL
assignments: assignment+N+PL
box: box+N+SG
Guest: guest+N+SG
performers: performer+N+PL
conductors: conductor+N+PL
violinists: violinist+N+PL
pianists: pianist+N+PL
ballet: ballet+N+SG
pleasure: pleasure+N+SG
aspect: aspect+N+SG
capitalist: capitalist+N+SG
plot: plot+N+SG
choreography: choreography+N+SG
assemblage: assemblage+N+SG
enchantment: enchantment+N+SG
winners: winner+N+PL
contests: contest+N+PL
virtue: virtue+N+SG
friendliness: friendliness+N+SG
frankness: frankness+N+SG
piety: piety+N+SG
suavity: suavity+N+SG
lightness: lightness+N+SG
sparkle: sparkle+N+SG
refinement: refinement+N+SG
lady: lady+N+SG
danseur: danseur+N+SG
character: character+N+SG
cast: cast+N+SG
dreams: dream+N+PL
peasant: peasant+N+SG
style: style+N+SG
harmonies: harmony+N+PL
scenery: Invalid Word
soloists: soloist+N+PL
solos: solo+N+PL
concertmaster: concertmaster+N+SG
Mail: mail+N+SG
auspices: auspice+N+PL
$16: $16+N+SG
toys: toy+N+PL
toy: toy+N+SG
Toys: toy+N+PL
firehouses: firehous+N+PL
mall: mall+N+SG
warehouse: warehouse+N+SG
sex: sex+N+SG
ages: age+N+PL
cellist: cellist+N+SG
instrument: instrument+N+SG
rehearsal: rehearsal+N+SG
master: master+N+SG
stuf: stuf+N+SG
immorality: immorality+N+SG
monument: monument+N+SG
sins: sin+N+PL
watchers: watcher+N+PL
brutality: brutality+N+SG
sadism: sadism+N+SG
eek: eek+N+SG
decadence: decadence+N+SG
nymphomaniacs: nymphomaniac+N+PL
actors: actor+N+PL
unknowns: unknown+N+PL
credits: credit+N+PL
seaside: seaside+N+SG
villa: villa+N+SG
Producer: producer+N+SG
films: film+N+PL
tease: tease+N+SG
slip: slip+N+SG
drunk: drunk+N+SG
knees: knee+N+PL
pillow: pillow+N+SG
feathers: feather+N+PL
fairies: fairy+N+PL
shocker: Invalid Word
dud: dud+N+SG
glories: glory+N+PL
literature: literature+N+SG
poets: poet+N+PL
USSR: ussr+N+SG
KQED: kqed+N+SG
tip: tip+N+SG
language: language+N+SG
cap: cap+N+SG
leather: leather+N+SG
lighter: lighter+N+SG
fluid: fluid+N+SG
Gas: ga+N+PL
fins: fin+N+PL
oases: oas+N+PL
gallons: gallon+N+PL
headlights: headlight+N+PL
chrome: chrome+N+SG
Tires: tire+N+PL
sir: sir+N+SG
windshield: Invalid Word
nozzle: Invalid Word
tank: tank+N+SG
mileage: mileage+N+SG
$1.80: $1.80+N+SG
yesteryear: yesteryear+N+SG
darling: darling+N+SG
doormen: doormen+N+SG
Dollar: dollar+N+SG
caps: cap+N+PL
doorman: doorman+N+SG
blood: blood+N+SG
craftsman: craftsman+N+SG
furnishings: Invalid Word
sofas: sofa+N+PL
1800's: 1800'+N+PL
heirs: heir+N+PL
descendants: Invalid Word
acquisition: acquisition+N+SG
sidechairs: sidechair+N+PL
armchairs: armchair+N+PL
AID: aid+N+SG
redecoration: redecoration+N+SG
AID's: aid'+N+PL
museum: museum+N+SG
refurbishing: Invalid Word
rarity: rarity+N+SG
antiquarians: antiquarian+N+PL
mantlepiece: mantlepiece+N+SG
woodcarver: woodcarver+N+SG
designing: designing+N+SG
mantel: mantel+N+SG
fireplace: fireplace+N+SG
paneling: paneling+N+SG
staff: staff+N+SG
associates: associate+N+PL
lawn: lawn+N+SG
musicians: musician+N+PL
bandstand: bandstand+N+SG
pride: pride+N+SG
dozens: dozen+N+PL
horizon: horizon+N+SG
chamber: chamber+N+SG
tent: tent+N+SG
nuns: nun+N+PL
tag: tag+N+SG
lemonade: lemonade+N+SG
liaison: liaison+N+SG
correspondence: correspondence+N+SG
curator: curator+N+SG
tours: tour+N+PL
visitors: visitor+N+PL
painting: painting+N+SG
impressionist: impressionist+N+SG
benches: bench+N+PL
downstairs: downstair+N+PL
lobby: lobby+N+SG
gallery: gallery+N+SG
aide: aide+N+SG
sculptures: Invalid Word
rotunda: rotunda+N+SG
fountain: fountain+N+SG
sphynxes: sphynx+N+PL
historian: historian+N+SG
poet: poet+N+SG
journalist: journalist+N+SG
soldier: soldier+N+SG
musician: musician+N+SG
wreath: wreath+N+SG
crypt: crypt+N+SG
tomb: tomb+N+SG
UGF: ugf+N+SG
antagonisms: antagonism+N+PL
evenings: evening+N+PL
outsiders: outsider+N+PL
rangers: ranger+N+PL
colors: color+N+PL
haze: haze+N+SG
attitude: attitude+N+SG
exchanges: Invalid Word
confrontation: confrontation+N+SG
realities: reality+N+PL
heads: head+N+PL
deterioration: deterioration+N+SG
announcements: announcement+N+PL
catastrophe: catastrophe+N+SG
stakes: stake+N+PL
encounters: encounter+N+PL
diplomacy: Invalid Word
summit: summit+N+SG
inroads: inroad+N+PL
misunderstanding: misunderstanding+N+SG
denunciation: denunciation+N+SG
propaganda: propaganda+N+SG
concessions: concession+N+PL
negotiation: negotiation+N+SG
aims: aim+N+PL
summitry: summitry+N+SG
inauguration: inauguration+N+SG
smiles: smile+N+PL
toughness: toughness+N+SG
debates: debate+N+PL
illusion: illusion+N+SG
magic: magic+N+SG
hat: hat+N+SG
hopes: hope+N+PL
adversary: adversary+N+SG
tensions: tension+N+PL
caution: caution+N+SG
willingness: willingness+N+SG
Developments: development+N+PL
councils: council+N+PL
advisability: advisability+N+SG
directorate: directorate+N+SG
veto: veto+N+SG
pressures: pressure+N+PL
stalemate: stalemate+N+SG
spread: spread+N+SG
disarmament: disarmament+N+SG
principle: principle+N+SG
organs: organ+N+PL
insistence: insistence+N+SG
episodes: episode+N+PL
impotency: Invalid Word
penetration: penetration+N+SG
warnings: warning+N+PL
impunity: impunity+N+SG
miscalculation: Invalid Word
turning: turning+N+SG
midst: midst+N+SG
deliberations: deliberation+N+PL
reactions: reaction+N+PL
disapproval: disapproval+N+SG
expectation: expectation+N+SG
instincts: instinct+N+PL
adversaries: adversary+N+PL
pause: pause+N+SG
equation: equation+N+SG
initiative: initiative+N+SG
conversations: conversation+N+PL
notions: notion+N+PL
disunity: disunity+N+SG
feelings: feeling+N+PL
onus: onu+N+PL
Disapproval: disapproval+N+SG
panic: panic+N+SG
scope: Invalid Word
biologist: biologist+N+SG
mechanisms: mechanism+N+PL
adaptation: adaptation+N+SG
Mollusks: mollusk+N+PL
shell: Invalid Word
scheme: Invalid Word
biology: biology+N+SG
accomplishment: Invalid Word
brethren: brethren+N+SG
wonder: wonder+N+SG
miracle: miracle+N+SG
